,question_link,question,No_answer
345,https://leetcode.cn/problems/random-point-in-non-overlapping-rectangles/,497. 非重叠矩形中的随机点,53
346,https://leetcode.cn/problems/diagonal-traverse/,498. 对角线遍历,625
347,https://leetcode.cn/problems/the-maze-iii/,499. 迷宫 III,62
348,https://leetcode.cn/problems/keyboard-row/,500. 键盘行,853
349,https://leetcode.cn/problems/find-mode-in-binary-search-tree/,501. 二叉搜索树中的众数,758
350,https://leetcode.cn/problems/ipo/,502. IPO,381
351,https://leetcode.cn/problems/next-greater-element-ii/,503. 下一个更大元素 II,1248
352,https://leetcode.cn/problems/base-7/,504. 七进制数,744
353,https://leetcode.cn/problems/the-maze-ii/,505. 迷宫 II,89
354,https://leetcode.cn/problems/relative-ranks/,506. 相对名次,822
355,https://leetcode.cn/problems/perfect-number/,507. 完美数,474
356,https://leetcode.cn/problems/most-frequent-subtree-sum/,508. 出现次数最多的子树元素和,286
357,https://leetcode.cn/problems/fibonacci-number/,509. 斐波那契数,2420
358,https://leetcode.cn/problems/inorder-successor-in-bst-ii/,510. 二叉搜索树中的中序后继 II,67
359,https://leetcode.cn/problems/game-play-analysis-i/,511. 游戏玩法分析 I,181
360,https://leetcode.cn/problems/game-play-analysis-ii/,512. 游戏玩法分析 II,185
361,https://leetcode.cn/problems/find-bottom-left-tree-value/,513. 找树左下角的值,928
362,https://leetcode.cn/problems/freedom-trail/,514. 自由之路,273
363,https://leetcode.cn/problems/find-largest-value-in-each-tree-row/,515. 在每个树行中找最大值,645
364,https://leetcode.cn/problems/longest-palindromic-subsequence/,516. 最长回文子序列,836
365,https://leetcode.cn/problems/super-washing-machines/,517. 超级洗衣机,186
366,https://leetcode.cn/problems/coin-change-2/,518. 零钱兑换 II,941
367,https://leetcode.cn/problems/random-flip-matrix/,519. 随机翻转矩阵,199
368,https://leetcode.cn/problems/detect-capital/,520. 检测大写字母,1136
369,https://leetcode.cn/problems/longest-uncommon-subsequence-i/,521. 最长特殊序列 Ⅰ,509
370,https://leetcode.cn/problems/longest-uncommon-subsequence-ii/,522. 最长特殊序列 II,145
371,https://leetcode.cn/problems/continuous-subarray-sum/,523. 连续的子数组和,685
372,https://leetcode.cn/problems/longest-word-in-dictionary-through-deleting/,524. 通过删除字母匹配到字典里最长单词,860
373,https://leetcode.cn/problems/contiguous-array/,525. 连续数组,600
374,https://leetcode.cn/problems/beautiful-arrangement/,526. 优美的排列,437
375,https://leetcode.cn/problems/word-abbreviation/,527. 单词缩写,34
376,https://leetcode.cn/problems/random-pick-with-weight/,528. 按权重随机选择,323
377,https://leetcode.cn/problems/minesweeper/,529. 扫雷游戏,523
378,https://leetcode.cn/problems/minimum-absolute-difference-in-bst/,530. 二叉搜索树的最小绝对差,838
379,https://leetcode.cn/problems/lonely-pixel-i/,531. 孤独像素 I,93
380,https://leetcode.cn/problems/k-diff-pairs-in-an-array/,532. 数组中的 k-diff 数对,335
381,https://leetcode.cn/problems/lonely-pixel-ii/,533. 孤独像素 II,40
382,https://leetcode.cn/problems/game-play-analysis-iii/,534. 游戏玩法分析 III,169
383,https://leetcode.cn/problems/encode-and-decode-tinyurl/,535. TinyURL 的加密与解密,126
384,https://leetcode.cn/problems/construct-binary-tree-from-string/,536. 从字符串生成二叉树,78
385,https://leetcode.cn/problems/complex-number-multiplication/,537. 复数乘法,622
386,https://leetcode.cn/problems/convert-bst-to-greater-tree/,538. 把二叉搜索树转换为累加树,1152
387,https://leetcode.cn/problems/minimum-time-difference/,539. 最小时间差,608
388,https://leetcode.cn/problems/single-element-in-a-sorted-array/,540. 有序数组中的单一元素,944
389,https://leetcode.cn/problems/reverse-string-ii/,541. 反转字符串 II,1080
390,https://leetcode.cn/problems/01-matrix/,542. 01 矩阵,911
391,https://leetcode.cn/problems/diameter-of-binary-tree/,543. 二叉树的直径,1601
392,https://leetcode.cn/problems/output-contest-matches/,544. 输出比赛匹配对,62
393,https://leetcode.cn/problems/boundary-of-binary-tree/,545. 二叉树的边界,89
394,https://leetcode.cn/problems/remove-boxes/,546. 移除盒子,130
395,https://leetcode.cn/problems/number-of-provinces/,547. 省份数量,1508
396,https://leetcode.cn/problems/split-array-with-equal-sum/,548. 将数组分割成和相等的子数组,47
397,https://leetcode.cn/problems/binary-tree-longest-consecutive-sequence-ii/,549. 二叉树中最长的连续序列,63
398,https://leetcode.cn/problems/game-play-analysis-iv/,550. 游戏玩法分析 IV,236
399,https://leetcode.cn/problems/student-attendance-record-i/,551. 学生出勤记录 I,846
400,https://leetcode.cn/problems/student-attendance-record-ii/,552. 学生出勤记录 II,307
401,https://leetcode.cn/problems/optimal-division/,553. 最优除法,346
402,https://leetcode.cn/problems/brick-wall/,554. 砖墙,525
403,https://leetcode.cn/problems/split-concatenated-strings/,555. 分割连接字符串,26
404,https://leetcode.cn/problems/next-greater-element-iii/,556. 下一个更大元素 III,308
405,https://leetcode.cn/problems/reverse-words-in-a-string-iii/,557. 反转字符串中的单词 III,2002
406,https://leetcode.cn/problems/logical-or-of-two-binary-grids-represented-as-quad-trees/,558. 四叉树交集,49
407,https://leetcode.cn/problems/maximum-depth-of-n-ary-tree/,559. N 叉树的最大深度,897
408,https://leetcode.cn/problems/subarray-sum-equals-k/,560. 和为 K 的子数组,1461
409,https://leetcode.cn/problems/array-partition-i/,561. 数组拆分 I,902
410,https://leetcode.cn/problems/longest-line-of-consecutive-one-in-matrix/,562. 矩阵中最长的连续1线段,85
411,https://leetcode.cn/problems/binary-tree-tilt/,563. 二叉树的坡度,662
412,https://leetcode.cn/problems/find-the-closest-palindrome/,564. 寻找最近的回文数,249
413,https://leetcode.cn/problems/array-nesting/,565. 数组嵌套,184
414,https://leetcode.cn/problems/reshape-the-matrix/,566. 重塑矩阵,988
415,https://leetcode.cn/problems/permutation-in-string/,567. 字符串的排列,1780
416,https://leetcode.cn/problems/maximum-vacation-days/,568. 最大休假天数,30
417,https://leetcode.cn/problems/median-employee-salary/,569. 员工薪水中位数,202
418,https://leetcode.cn/problems/managers-with-at-least-5-direct-reports/,570. 至少有5名直接下属的经理,152
419,https://leetcode.cn/problems/find-median-given-frequency-of-numbers/,571. 给定数字的频率查询中位数,120
420,https://leetcode.cn/problems/subtree-of-another-tree/,572. 另一棵树的子树,1028
421,https://leetcode.cn/problems/squirrel-simulation/,573. 松鼠模拟,37
422,https://leetcode.cn/problems/winning-candidate/,574. 当选者,139
423,https://leetcode.cn/problems/distribute-candies/,575. 分糖果,900
424,https://leetcode.cn/problems/out-of-boundary-paths/,576. 出界的路径数,329
425,https://leetcode.cn/problems/employee-bonus/,577. 员工奖金,119
426,https://leetcode.cn/problems/get-highest-answer-rate-question/,578. 查询回答率最高的问题,156
427,https://leetcode.cn/problems/find-cumulative-salary-of-an-employee/,579. 查询员工的累计薪水,165
428,https://leetcode.cn/problems/count-student-number-in-departments/,580. 统计各专业学生人数,111
429,https://leetcode.cn/problems/shortest-unsorted-continuous-subarray/,581. 最短无序连续子数组,1080
430,https://leetcode.cn/problems/kill-process/,582. 杀掉进程,157
431,https://leetcode.cn/problems/delete-operation-for-two-strings/,583. 两个字符串的删除操作,689
432,https://leetcode.cn/problems/find-customer-referee/,584. 寻找用户推荐人,160
433,https://leetcode.cn/problems/investments-in-2016/,585. 2016年的投资,141
434,https://leetcode.cn/problems/customer-placing-the-largest-number-of-orders/,586. 订单最多的客户,152
435,https://leetcode.cn/problems/erect-the-fence/,587. 安装栅栏,127
436,https://leetcode.cn/problems/design-in-memory-file-system/,588. 设计内存文件系统,42
437,https://leetcode.cn/problems/n-ary-tree-preorder-traversal/,589. N 叉树的前序遍历,947
438,https://leetcode.cn/problems/n-ary-tree-postorder-traversal/,590. N 叉树的后序遍历,811
439,https://leetcode.cn/problems/tag-validator/,591. 标签验证器,188
440,https://leetcode.cn/problems/fraction-addition-and-subtraction/,592. 分数加减运算,143
441,https://leetcode.cn/problems/valid-square/,593. 有效的正方形,167
442,https://leetcode.cn/problems/longest-harmonious-subsequence/,594. 最长和谐子序列,600
443,https://leetcode.cn/problems/big-countries/,595. 大的国家,346
444,https://leetcode.cn/problems/classes-more-than-5-students/,596. 超过5名学生的课,372
445,https://leetcode.cn/problems/friend-requests-i-overall-acceptance-rate/,597. 好友申请 I：总体通过率,106
446,https://leetcode.cn/problems/range-addition-ii/,598. 范围求和 II,530
447,https://leetcode.cn/problems/minimum-index-sum-of-two-lists/,599. 两个列表的最小索引总和,654
448,https://leetcode.cn/problems/non-negative-integers-without-consecutive-ones/,600. 不含连续1的非负整数,254
449,https://leetcode.cn/problems/human-traffic-of-stadium/,601. 体育馆的人流量,475
450,https://leetcode.cn/problems/friend-requests-ii-who-has-the-most-friends/,602. 好友申请 II ：谁有最多的好友,116
451,https://leetcode.cn/problems/consecutive-available-seats/,603. 连续空余座位,169
452,https://leetcode.cn/problems/design-compressed-string-iterator/,604. 迭代压缩字符串,75
453,https://leetcode.cn/problems/can-place-flowers/,605. 种花问题,1505
454,https://leetcode.cn/problems/construct-string-from-binary-tree/,606. 根据二叉树创建字符串,662
455,https://leetcode.cn/problems/sales-person/,607. 销售员,169
456,https://leetcode.cn/problems/tree-node/,608. 树节点,181
457,https://leetcode.cn/problems/find-duplicate-file-in-system/,609. 在系统中查找重复文件,128
458,https://leetcode.cn/problems/triangle-judgement/,610. 判断三角形,96
459,https://leetcode.cn/problems/valid-triangle-number/,611. 有效三角形的个数,502
460,https://leetcode.cn/problems/shortest-distance-in-a-plane/,612. 平面上的最近距离,86
461,https://leetcode.cn/problems/shortest-distance-in-a-line/,613. 直线上的最近距离,107
462,https://leetcode.cn/problems/second-degree-follower/,614. 二级关注者,94
463,https://leetcode.cn/problems/average-salary-departments-vs-company/,615. 平均工资：部门与公司比较,124
464,https://leetcode.cn/problems/add-bold-tag-in-string/,616. 给字符串添加加粗标签,75
465,https://leetcode.cn/problems/merge-two-binary-trees/,617. 合并二叉树,1813
466,https://leetcode.cn/problems/students-report-by-geography/,618. 学生地理信息报告,64
467,https://leetcode.cn/problems/biggest-single-number/,619. 只出现一次的最大数字,109
468,https://leetcode.cn/problems/not-boring-movies/,620. 有趣的电影,383
469,https://leetcode.cn/problems/task-scheduler/,621. 任务调度器,642
470,https://leetcode.cn/problems/design-circular-queue/,622. 设计循环队列,558
471,https://leetcode.cn/problems/add-one-row-to-tree/,623. 在二叉树中增加一行,246
472,https://leetcode.cn/problems/maximum-distance-in-arrays/,624. 数组列表中的最大距离,60
473,https://leetcode.cn/problems/minimum-factorization/,625. 最小因式分解,58
474,https://leetcode.cn/problems/exchange-seats/,626. 换座位,457
475,https://leetcode.cn/problems/swap-salary/,627. 变更性别,459
476,https://leetcode.cn/problems/maximum-product-of-three-numbers/,628. 三个数的最大乘积,893
477,https://leetcode.cn/problems/k-inverse-pairs-array/,629. K个逆序对数组,181
478,https://leetcode.cn/problems/course-schedule-iii/,630. 课程表 III,242
479,https://leetcode.cn/problems/design-excel-sum-formula/,631. 设计 Excel 求和公式,38
480,https://leetcode.cn/problems/smallest-range-covering-elements-from-k-lists/,632. 最小区间,275
481,https://leetcode.cn/problems/sum-of-square-numbers/,633. 平方数之和,896
482,https://leetcode.cn/problems/find-the-derangement-of-an-array/,634. 寻找数组的错位排列,23
483,https://leetcode.cn/problems/design-log-storage-system/,635. 设计日志存储系统,83
484,https://leetcode.cn/problems/exclusive-time-of-functions/,636. 函数的独占时间,143
485,https://leetcode.cn/problems/average-of-levels-in-binary-tree/,637. 二叉树的层平均值,843
486,https://leetcode.cn/problems/shopping-offers/,638. 大礼包,299
487,https://leetcode.cn/problems/decode-ways-ii/,639. 解码方法 II,290
488,https://leetcode.cn/problems/solve-the-equation/,640. 求解方程,252
489,https://leetcode.cn/problems/design-circular-deque/,641. 设计循环双端队列,310
490,https://leetcode.cn/problems/design-search-autocomplete-system/,642. 设计搜索自动补全系统,70
491,https://leetcode.cn/problems/maximum-average-subarray-i/,643. 子数组最大平均数 I,722
492,https://leetcode.cn/problems/maximum-average-subarray-ii/,644. 子数组最大平均数 II,33
493,https://leetcode.cn/problems/set-mismatch/,645. 错误的集合,824
494,https://leetcode.cn/problems/maximum-length-of-pair-chain/,646. 最长数对链,264
495,https://leetcode.cn/problems/palindromic-substrings/,647. 回文子串,1274
496,https://leetcode.cn/problems/replace-words/,648. 单词替换,374
497,https://leetcode.cn/problems/dota2-senate/,649. Dota2 参议院,334
498,https://leetcode.cn/problems/2-keys-keyboard/,650. 只有两个键的键盘,715
499,https://leetcode.cn/problems/4-keys-keyboard/,651. 4键键盘,81
500,https://leetcode.cn/problems/find-duplicate-subtrees/,652. 寻找重复的子树,350
501,https://leetcode.cn/problems/two-sum-iv-input-is-a-bst/,653. 两数之和 IV - 输入 BST,816
502,https://leetcode.cn/problems/maximum-binary-tree/,654. 最大二叉树,928
503,https://leetcode.cn/problems/print-binary-tree/,655. 输出二叉树,193
504,https://leetcode.cn/problems/coin-path/,656. 金币路径,29
505,https://leetcode.cn/problems/robot-return-to-origin/,657. 机器人能否返回原点,699
506,https://leetcode.cn/problems/find-k-closest-elements/,658. 找到 K 个最接近的元素,339
507,https://leetcode.cn/problems/split-array-into-consecutive-subsequences/,659. 分割数组为连续子序列,294
508,https://leetcode.cn/problems/remove-9/,660. 移除 9,29
509,https://leetcode.cn/problems/image-smoother/,661. 图片平滑器,500
510,https://leetcode.cn/problems/maximum-width-of-binary-tree/,662. 二叉树最大宽度,408
511,https://leetcode.cn/problems/equal-tree-partition/,663. 均匀树划分,48
512,https://leetcode.cn/problems/strange-printer/,664. 奇怪的打印机,204
513,https://leetcode.cn/problems/non-decreasing-array/,665. 非递减数列,1030
514,https://leetcode.cn/problems/path-sum-iv/,666. 路径总和 IV,94
515,https://leetcode.cn/problems/beautiful-arrangement-ii/,667. 优美的排列 II,143
516,https://leetcode.cn/problems/kth-smallest-number-in-multiplication-table/,668. 乘法表中第k小的数,252
517,https://leetcode.cn/problems/trim-a-binary-search-tree/,669. 修剪二叉搜索树,471
518,https://leetcode.cn/problems/maximum-swap/,670. 最大交换,381
