Comment_volume,Question_en,Difficulty,Description,No_thumb,Img_link,No_pass,Relevant_tag,Similar_q_link,No_handover
评论 (3.5k),remove-element,简单,"给你一个数组 nums 和一个值 val，你需要 原地 移除所有数值等于 val 的元素，并返回移除后数组的新长度。
不要使用额外的数组空间，你必须仅使用 O(1) 额外空间并 原地 修改输入数组。
元素的顺序可以改变。你不需要考虑数组中超出新长度后面的元素。
  说明:
为什么返回数值是整数，但输出的答案是数组呢?
请注意，输入数组是以「引用」方式传递的，这意味着在函数里修改输入数组对于调用者是可见的。
你可以想象内部操作如下:
// nums 是以“引用”方式传递的。也就是说，不对实参作任何拷贝
int len = removeElement(nums, val);

// 在函数里修改输入数组对于调用者是可见的。
// 根据你的函数返回的长度, 它会打印出数组中 该长度范围内 的所有元素。
for (int i = 0; i < len; i++) {
    print(nums[i]);
}
  示例 1：
输入：nums = [3,2,2,3], val = 3
输出：2, nums = [2,2]
解释：函数应该返回新的长度 2, 并且 nums 中的前两个元素均为 2。你不需要考虑数组中超出新长度后面的元素。例如，函数返回的新长度为 2 ，而 nums = [2,2,3,3] 或 nums = [2,2,0,0]，也会被视作正确答案。
示例 2：
输入：nums = [0,1,2,2,3,0,4,2], val = 2
输出：5, nums = [0,1,4,0,3]
解释：函数应该返回新的长度 5, 并且 nums 中的前五个元素为 0, 1, 3, 0, 4。注意这五个元素可为任意顺序。你不需要考虑数组中超出新长度后面的元素。
  提示：
0 <= nums.length <= 100
0 <= nums[i] <= 50
0 <= val <= 100",1342,,706632,"['https://leetcode.cn/tag/array/', 'https://leetcode.cn/tag/two-pointers/']","['https://leetcode.cn/problems/remove-duplicates-from-sorted-array/', 'https://leetcode.cn/problems/remove-linked-list-elements/', 'https://leetcode.cn/problems/move-zeroes/']",1188782
评论 (3.6k),implement-strstr,简单,"实现 strStr() 函数。
给你两个字符串 haystack 和 needle ，请你在 haystack 字符串中找出 needle 字符串出现的第一个位置（下标从 0 开始）。如果不存在，则返回  -1 。
说明：
当 needle 是空字符串时，我们应当返回什么值呢？这是一个在面试中很好的问题。
对于本题而言，当 needle 是空字符串时我们应当返回 0 。这与 C 语言的 strstr() 以及 Java 的 indexOf() 定义相符。
  示例 1：
输入：haystack = ""hello"", needle = ""ll""
输出：2
示例 2：
输入：haystack = ""aaaaa"", needle = ""bba""
输出：-1
  提示：
1 <= haystack.length, needle.length <= 104
haystack 和 needle 仅由小写英文字符组成",1431,,648769,"['https://leetcode.cn/tag/two-pointers/', 'https://leetcode.cn/tag/string/', 'https://leetcode.cn/tag/string-matching/']","['https://leetcode.cn/problems/shortest-palindrome/', 'https://leetcode.cn/problems/repeated-substring-pattern/']",1598055
评论 (1.2k),divide-two-integers,中等,"给定两个整数，被除数 dividend 和除数 divisor。将两数相除，要求不使用乘法、除法和 mod 运算符。
返回被除数 dividend 除以除数 divisor 得到的商。
整数除法的结果应当截去（truncate）其小数部分，例如：truncate(8.345) = 8 以及 truncate(-2.7335) = -2
  示例 1:
输入: dividend = 10, divisor = 3
输出: 3
解释: 10/3 = truncate(3.33333..) = truncate(3) = 3
示例 2:
输入: dividend = 7, divisor = -3
输出: -2
解释: 7/-3 = truncate(-2.33333..) = -2
  提示：
被除数和除数均为 32 位有符号整数。
除数不为 0。
假设我们的环境只能存储 32 位有符号整数，其数值范围是 [−231,  231 − 1]。本题中，如果除法结果溢出，则返回 231 − 1。",906,,165673,"['https://leetcode.cn/tag/bit-manipulation/', 'https://leetcode.cn/tag/math/']",[],747163
评论 (728),substring-with-concatenation-of-all-words,困难,"给定一个字符串 s 和一些 长度相同 的单词 words 。找出 s 中恰好可以由 words 中所有单词串联形成的子串的起始位置。
注意子串要与 words 中的单词完全匹配，中间不能有其他字符 ，但不需要考虑 words 中单词串联的顺序。
  示例 1：
输入：s = ""barfoothefoobarman"", words = [""foo"",""bar""]
输出：[0,9]
解释：
从索引 0 和 9 开始的子串分别是 ""barfoo"" 和 ""foobar"" 。
输出的顺序不重要, [9,0] 也是有效答案。
示例 2：
输入：s = ""wordgoodgoodgoodbestword"", words = [""word"",""good"",""best"",""word""]
输出：[]
示例 3：
输入：s = ""barfoofoobarthefoobarman"", words = [""bar"",""foo"",""the""]
输出：[6,9,12]
  提示：
1 <= s.length <= 104
s 由小写英文字母组成
1 <= words.length <= 5000
1 <= words[i].length <= 30
words[i] 由小写英文字母组成",658,,108172,"['https://leetcode.cn/tag/hash-table/', 'https://leetcode.cn/tag/string/', 'https://leetcode.cn/tag/sliding-window/']",['https://leetcode.cn/problems/minimum-window-substring/'],291307
评论 (2.1k),next-permutation,中等,"整数数组的一个 排列  就是将其所有成员以序列或线性顺序排列。
例如，arr = [1,2,3] ，以下这些都可以视作 arr 的排列：[1,2,3]、[1,3,2]、[3,1,2]、[2,3,1] 。
整数数组的 下一个排列 是指其整数的下一个字典序更大的排列。更正式地，如果数组的所有排列根据其字典顺序从小到大排列在一个容器中，那么数组的 下一个排列 就是在这个有序容器中排在它后面的那个排列。如果不存在下一个更大的排列，那么这个数组必须重排为字典序最小的排列（即，其元素按升序排列）。
例如，arr = [1,2,3] 的下一个排列是 [1,3,2] 。
类似地，arr = [2,3,1] 的下一个排列是 [3,1,2] 。
而 arr = [3,2,1] 的下一个排列是 [1,2,3] ，因为 [3,2,1] 不存在一个字典序更大的排列。
给你一个整数数组 nums ，找出 nums 的下一个排列。
必须 原地 修改，只允许使用额外常数空间。
  示例 1：
输入：nums = [1,2,3]
输出：[1,3,2]
示例 2：
输入：nums = [3,2,1]
输出：[1,2,3]
示例 3：
输入：nums = [1,1,5]
输出：[1,5,1]
  提示：
1 <= nums.length <= 100
0 <= nums[i] <= 100",1715,,311753,"['https://leetcode.cn/tag/array/', 'https://leetcode.cn/tag/two-pointers/']","['https://leetcode.cn/problems/permutations/', 'https://leetcode.cn/problems/permutations-ii/', 'https://leetcode.cn/problems/permutation-sequence/', 'https://leetcode.cn/problems/palindrome-permutation-ii/']",828938
评论 (1.2k),longest-valid-parentheses,困难,"给你一个只包含 '(' 和 ')' 的字符串，找出最长有效（格式正确且连续）括号子串的长度。
  示例 1：
输入：s = ""(()""
输出：2
解释：最长有效括号子串是 ""()""
示例 2：
输入：s = "")()())""
输出：4
解释：最长有效括号子串是 ""()()""
示例 3：
输入：s = """"
输出：0
  提示：
0 <= s.length <= 3 * 104
s[i] 为 '(' 或 ')'",1834,,270466,"['https://leetcode.cn/tag/stack/', 'https://leetcode.cn/tag/string/', 'https://leetcode.cn/tag/dynamic-programming/']",['https://leetcode.cn/problems/valid-parentheses/'],741514
评论 (2.5k),search-in-rotated-sorted-array,中等,"整数数组 nums 按升序排列，数组中的值 互不相同 。
在传递给函数之前，nums 在预先未知的某个下标 k（0 <= k < nums.length）上进行了 旋转，使数组变为 [nums[k], nums[k+1], ..., nums[n-1], nums[0], nums[1], ..., nums[k-1]]（下标 从 0 开始 计数）。例如， [0,1,2,4,5,6,7] 在下标 3 处经旋转后可能变为 [4,5,6,7,0,1,2] 。
给你 旋转后 的数组 nums 和一个整数 target ，如果 nums 中存在这个目标值 target ，则返回它的下标，否则返回 -1 。
  示例 1：
输入：nums = [4,5,6,7,0,1,2], target = 0
输出：4
示例 2：
输入：nums = [4,5,6,7,0,1,2], target = 3
输出：-1
示例 3：
输入：nums = [1], target = 0
输出：-1
  提示：
1 <= nums.length <= 5000
-10^4 <= nums[i] <= 10^4
nums 中的每个值都 独一无二
题目数据保证 nums 在预先未知的某个下标上进行了旋转
-10^4 <= target <= 10^4
  进阶：你可以设计一个时间复杂度为 O(log n) 的解决方案吗？",2094,,539217,"['https://leetcode.cn/tag/array/', 'https://leetcode.cn/tag/binary-search/']","['https://leetcode.cn/problems/search-in-rotated-sorted-array-ii/', 'https://leetcode.cn/problems/find-minimum-in-rotated-sorted-array/']",1236513
评论 (2.8k),find-first-and-last-position-of-element-in-sorted-array,中等,"给定一个按照升序排列的整数数组 nums，和一个目标值 target。找出给定目标值在数组中的开始位置和结束位置。
如果数组中不存在目标值 target，返回 [-1, -1]。
进阶：
你可以设计并实现时间复杂度为 O(log n) 的算法解决此问题吗？
  示例 1：
输入：nums = [5,7,7,8,8,10], target = 8
输出：[3,4]
示例 2：
输入：nums = [5,7,7,8,8,10], target = 6
输出：[-1,-1]
示例 3：
输入：nums = [], target = 0
输出：[-1,-1]
  提示：
0 <= nums.length <= 105
-109 <= nums[i] <= 109
nums 是一个非递减数组
-109 <= target <= 109",1707,,542713,"['https://leetcode.cn/tag/array/', 'https://leetcode.cn/tag/binary-search/']",['https://leetcode.cn/problems/first-bad-version/'],1284656
评论 (3.5k),search-insert-position,简单,"给定一个排序数组和一个目标值，在数组中找到目标值，并返回其索引。如果目标值不存在于数组中，返回它将会被按顺序插入的位置。
请必须使用时间复杂度为 O(log n) 的算法。
  示例 1:
输入: nums = [1,3,5,6], target = 5
输出: 2
示例 2:
输入: nums = [1,3,5,6], target = 2
输出: 1
示例 3:
输入: nums = [1,3,5,6], target = 7
输出: 4
  提示:
1 <= nums.length <= 104
-104 <= nums[i] <= 104
nums 为 无重复元素 的 升序 排列数组
-104 <= target <= 104",1564,,805706,"['https://leetcode.cn/tag/array/', 'https://leetcode.cn/tag/binary-search/']",['https://leetcode.cn/problems/first-bad-version/'],1778694
评论 (1.5k),valid-sudoku,中等,"请你判断一个 9 x 9 的数独是否有效。只需要 根据以下规则 ，验证已经填入的数字是否有效即可。
数字 1-9 在每一行只能出现一次。
数字 1-9 在每一列只能出现一次。
数字 1-9 在每一个以粗实线分隔的 3x3 宫内只能出现一次。（请参考示例图）
  注意：
一个有效的数独（部分已被填充）不一定是可解的。
只需要根据以上规则，验证已经填入的数字是否有效即可。
空白格用 '.' 表示。
  示例 1：
输入：board = 
[[""5"",""3"",""."",""."",""7"",""."",""."",""."","".""]
,[""6"",""."",""."",""1"",""9"",""5"",""."",""."","".""]
,[""."",""9"",""8"",""."",""."",""."",""."",""6"","".""]
,[""8"",""."",""."",""."",""6"",""."",""."",""."",""3""]
,[""4"",""."",""."",""8"",""."",""3"",""."",""."",""1""]
,[""7"",""."",""."",""."",""2"",""."",""."",""."",""6""]
,[""."",""6"",""."",""."",""."",""."",""2"",""8"","".""]
,[""."",""."",""."",""4"",""1"",""9"",""."",""."",""5""]
,[""."",""."",""."",""."",""8"",""."",""."",""7"",""9""]]
输出：true
示例 2：
输入：board = 
[[""8"",""3"",""."",""."",""7"",""."",""."",""."","".""]
,[""6"",""."",""."",""1"",""9"",""5"",""."",""."","".""]
,[""."",""9"",""8"",""."",""."",""."",""."",""6"","".""]
,[""8"",""."",""."",""."",""6"",""."",""."",""."",""3""]
,[""4"",""."",""."",""8"",""."",""3"",""."",""."",""1""]
,[""7"",""."",""."",""."",""2"",""."",""."",""."",""6""]
,[""."",""6"",""."",""."",""."",""."",""2"",""8"","".""]
,[""."",""."",""."",""4"",""1"",""9"",""."",""."",""5""]
,[""."",""."",""."",""."",""8"",""."",""."",""7"",""9""]]
输出：false
解释：除了第一行的第一个数字从 5 改为 8 以外，空格内其他数字均与 示例1 相同。 但由于位于左上角的 3x3 宫内有两个 8 存在, 因此这个数独是无效的。
  提示：
board.length == 9
board[i].length == 9
board[i][j] 是一位数字（1-9）或者 '.'",877,https://assets.leetcode-cn.com/aliyun-lc-upload/uploads/2021/04/12/250px-sudoku-by-l2g-20050714svg.png,282596,"['https://leetcode.cn/tag/array/', 'https://leetcode.cn/tag/hash-table/', 'https://leetcode.cn/tag/matrix/']",['https://leetcode.cn/problems/sudoku-solver/'],445264
评论 (1.0k),sudoku-solver,困难,"编写一个程序，通过填充空格来解决数独问题。
数独的解法需 遵循如下规则：
数字 1-9 在每一行只能出现一次。
数字 1-9 在每一列只能出现一次。
数字 1-9 在每一个以粗实线分隔的 3x3 宫内只能出现一次。（请参考示例图）
数独部分空格内已填入了数字，空白格用 '.' 表示。
  示例 1：
输入：board = [[""5"",""3"",""."",""."",""7"",""."",""."",""."","".""],[""6"",""."",""."",""1"",""9"",""5"",""."",""."","".""],[""."",""9"",""8"",""."",""."",""."",""."",""6"","".""],[""8"",""."",""."",""."",""6"",""."",""."",""."",""3""],[""4"",""."",""."",""8"",""."",""3"",""."",""."",""1""],[""7"",""."",""."",""."",""2"",""."",""."",""."",""6""],[""."",""6"",""."",""."",""."",""."",""2"",""8"","".""],[""."",""."",""."",""4"",""1"",""9"",""."",""."",""5""],[""."",""."",""."",""."",""8"",""."",""."",""7"",""9""]]
输出：[[""5"",""3"",""4"",""6"",""7"",""8"",""9"",""1"",""2""],[""6"",""7"",""2"",""1"",""9"",""5"",""3"",""4"",""8""],[""1"",""9"",""8"",""3"",""4"",""2"",""5"",""6"",""7""],[""8"",""5"",""9"",""7"",""6"",""1"",""4"",""2"",""3""],[""4"",""2"",""6"",""8"",""5"",""3"",""7"",""9"",""1""],[""7"",""1"",""3"",""9"",""2"",""4"",""8"",""5"",""6""],[""9"",""6"",""1"",""5"",""3"",""7"",""2"",""8"",""4""],[""2"",""8"",""7"",""4"",""1"",""9"",""6"",""3"",""5""],[""3"",""4"",""5"",""2"",""8"",""6"",""1"",""7"",""9""]]
解释：输入的数独如上图所示，唯一有效的解决方案如下所示：
  提示：
board.length == 9
board[i].length == 9
board[i][j] 是一位数字或者 '.'
题目数据 保证 输入数独仅有一个解",1275,,145271,"['https://leetcode.cn/tag/array/', 'https://leetcode.cn/tag/backtracking/', 'https://leetcode.cn/tag/matrix/']","['https://leetcode.cn/problems/valid-sudoku/', 'https://leetcode.cn/problems/unique-paths-iii/']",215276
评论 (3.0k),count-and-say,中等,"给定一个正整数 n ，输出外观数列的第 n 项。
「外观数列」是一个整数序列，从数字 1 开始，序列中的每一项都是对前一项的描述。
你可以将其视作是由递归公式定义的数字字符串序列：
countAndSay(1) = ""1""
countAndSay(n) 是对 countAndSay(n-1) 的描述，然后转换成另一个数字字符串。
前五项如下：
1.     1
2.     11
3.     21
4.     1211
5.     111221
第一项是数字 1 
描述前一项，这个数是 1 即 “ 一 个 1 ”，记作 ""11""
描述前一项，这个数是 11 即 “ 二 个 1 ” ，记作 ""21""
描述前一项，这个数是 21 即 “ 一 个 2 + 一 个 1 ” ，记作 ""1211""
描述前一项，这个数是 1211 即 “ 一 个 1 + 一 个 2 + 二 个 1 ” ，记作 ""111221""
要 描述 一个数字字符串，首先要将字符串分割为 最小 数量的组，每个组都由连续的最多 相同字符 组成。然后对于每个组，先描述字符的数量，然后描述字符，形成一个描述组。要将描述转换为数字字符串，先将每组中的字符数量用数字替换，再将所有描述组连接起来。
例如，数字字符串 ""3322251"" 的描述如下图：
  示例 1：
输入：n = 1
输出：""1""
解释：这是一个基本样例。
示例 2：
输入：n = 4
输出：""1211""
解释：
countAndSay(1) = ""1""
countAndSay(2) = 读 ""1"" = 一 个 1 = ""11""
countAndSay(3) = 读 ""11"" = 二 个 1 = ""21""
countAndSay(4) = 读 ""21"" = 一 个 2 + 一 个 1 = ""12"" + ""11"" = ""1211""
  提示：
1 <= n <= 30",903,https://pic.leetcode-cn.com/1629874763-TGmKUh-image.png,285765,['https://leetcode.cn/tag/string/'],"['https://leetcode.cn/problems/encode-and-decode-strings/', 'https://leetcode.cn/problems/string-compression/']",476075
